,state,account_length,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_eve_minutes,total_eve_calls,total_night_minutes,total_night_calls,total_intl_minutes,total_intl_calls,number_customer_service_calls,churn
319,OH,84,408,0,0,0,159.5,125,247.1,90,187.9,82,7.2,4,2,0
320,KS,137,415,0,0,0,230.2,113,220.4,79,204.7,111,10.7,7,4,0
321,NH,54,510,0,0,0,210.5,102,204.5,83,127.8,53,8.5,5,1,0
322,WI,85,415,0,0,0,102.0,95,270.2,139,148.2,105,10.7,3,1,0
323,WV,43,415,0,0,0,168.4,125,243.8,89,214.7,102,11.1,2,1,0
324,MA,35,415,0,0,0,105.6,129,258.2,129,213.1,77,8.7,3,0,0
325,MD,98,415,0,0,0,206.5,92,176.2,152,232.8,115,12.4,5,5,0
326,PA,112,510,0,0,0,217.1,76,205.2,100,185.7,91,9.4,3,2,0
327,WI,16,510,0,0,0,229.6,78,205.7,108,166.2,91,10.8,2,0,1
328,TN,98,415,0,1,22,278.3,89,93.4,143,107.6,42,9.7,5,0,0
329,IL,84,510,0,0,0,181.5,129,130.7,112,186.5,118,8.5,4,1,0
330,DC,66,415,0,0,0,167.3,91,230.0,68,191.7,118,10.6,5,1,1
331,ID,74,415,0,0,0,221.1,124,110.8,94,240.1,112,10.6,3,0,0
332,UT,96,408,0,1,26,145.8,108,192.2,89,165.1,96,9.9,2,1,0
333,KY,119,510,0,0,0,222.8,122,163.2,107,160.6,112,11.2,6,1,0
334,WI,92,415,1,0,0,264.3,91,160.9,115,198.6,73,9.3,5,0,0
335,IL,21,415,0,0,0,146.0,78,109.7,79,247.4,108,6.8,7,0,0
336,DE,122,510,0,0,0,157.1,134,184.9,122,197.2,59,8.5,5,4,1
337,RI,133,510,1,0,0,127.3,108,251.3,81,135.0,88,10.3,3,1,0
338,TX,145,415,0,0,0,187.9,110,197.0,117,167.0,108,4.8,4,2,0
339,OR,25,408,0,0,0,178.8,90,141.2,72,203.0,99,8.4,5,2,0
340,NV,64,415,0,0,0,97.2,80,186.2,90,189.0,92,10.4,6,2,0
341,NE,85,415,0,0,0,259.8,85,242.3,117,168.8,72,5.4,1,0,0
342,OR,76,415,0,0,0,169.5,77,124.0,87,219.4,92,10.0,3,0,0
343,DE,224,510,1,0,0,171.5,99,160.0,103,212.4,102,5.0,2,1,1
344,AZ,117,408,0,0,0,239.9,84,174.8,106,209.5,93,9.8,2,0,0
345,SD,128,408,0,1,34,142.3,73,194.8,79,239.3,81,16.0,6,1,0
346,NV,115,415,0,0,0,184.1,98,327.0,73,212.5,106,7.5,6,2,0
347,NM,141,415,0,1,28,206.9,126,264.4,126,171.8,124,9.3,11,2,0
348,MN,51,510,0,0,0,259.9,114,176.2,94,77.2,112,15.3,1,1,0
349,NJ,100,415,0,0,0,203.8,122,283.1,76,197.3,83,12.5,3,0,0
350,IN,96,415,0,1,45,248.8,124,140.3,77,263.6,102,10.3,2,3,0
351,DC,112,415,0,1,16,221.6,110,130.2,123,200.0,108,11.3,3,1,0
352,MA,129,510,1,0,0,192.9,131,185.5,101,205.2,130,10.9,4,1,0
353,ME,163,415,0,0,0,122.4,129,113.4,108,180.2,97,12.5,7,1,0
354,NH,67,415,0,1,40,104.9,65,216.3,93,217.4,128,9.6,9,1,0
355,AZ,140,408,0,0,0,173.2,91,196.8,106,209.3,128,11.2,5,3,0
356,OR,49,510,0,0,0,119.4,69,273.3,92,214.4,153,12.4,7,2,0
357,KS,46,510,0,0,0,250.3,100,260.6,90,195.0,104,13.3,2,2,1
358,NE,148,415,0,0,0,178.3,98,282.6,110,181.0,98,11.4,4,1,0
359,MI,112,510,0,0,0,243.4,77,182.1,97,259.2,94,12.8,2,1,0
360,SC,78,415,0,0,0,155.0,106,175.3,101,155.6,125,11.8,5,2,0
361,PA,61,408,0,1,31,288.7,101,203.8,102,203.2,49,8.6,3,0,0
362,MT,58,510,0,1,29,240.4,80,118.9,91,164.2,108,11.2,3,1,0
363,OH,100,510,0,0,0,278.0,76,176.7,74,219.5,126,8.3,4,0,1
364,WY,113,510,0,0,0,155.0,93,330.6,106,189.4,123,13.5,3,1,0
365,MI,81,415,0,0,0,153.5,99,197.6,102,198.5,86,6.3,2,2,0
366,AR,135,510,0,1,27,273.4,141,154.0,99,245.8,112,12.3,6,1,0
367,FL,99,408,0,0,0,155.3,93,265.7,95,145.7,67,12.4,4,0,0
368,MO,135,510,0,0,0,246.8,129,187.8,121,154.5,109,12.6,5,1,0
369,WI,85,408,1,0,0,165.4,107,196.0,126,349.2,110,9.6,7,2,0
370,TX,88,510,0,0,0,138.3,116,236.0,138,179.1,110,9.6,4,3,0
371,NM,55,510,0,0,0,286.7,100,134.4,121,192.9,122,6.9,5,2,0
372,ID,79,510,0,1,21,264.3,79,202.8,118,173.4,92,6.3,3,4,0
373,AL,85,408,0,0,0,127.9,107,271.2,124,202.2,76,12.5,5,0,0
374,KS,86,408,0,1,23,225.5,107,246.3,105,245.7,81,9.8,2,0,0
375,SD,91,510,0,0,0,149.0,115,245.3,105,260.0,94,8.3,3,0,0
376,LA,149,415,0,1,20,198.9,77,274.0,88,190.7,76,14.3,9,1,0
377,OH,97,408,0,0,0,256.4,125,273.9,100,222.7,101,11.1,1,1,1
378,MA,88,415,0,0,0,264.8,124,245.4,112,160.5,115,14.8,2,1,1
379,AZ,60,415,0,0,0,98.2,88,180.5,69,223.6,69,9.3,2,2,0
380,KY,54,408,0,0,0,159.8,99,264.0,64,115.7,70,9.7,7,2,0
381,WA,109,415,0,0,0,184.0,120,120.4,119,153.7,86,11.0,3,0,0
382,UT,90,415,0,0,0,261.8,128,220.6,104,136.6,91,9.6,5,1,0
383,RI,115,408,0,0,0,147.9,109,228.4,117,299.7,90,9.6,9,3,0
384,OH,144,415,0,1,18,106.4,109,108.1,113,208.4,111,10.1,5,1,0
385,NV,91,408,0,0,0,133.7,75,195.3,87,280.5,89,5.9,2,0,0
386,NV,71,415,1,0,0,178.2,113,167.8,94,182.1,111,13.6,3,3,1
387,FL,132,510,0,1,36,226.2,103,181.6,125,258.8,102,10.5,5,3,1
388,AL,41,510,0,1,34,194.4,63,254.9,110,160.2,115,17.2,9,2,0
389,NE,44,415,0,0,0,240.3,146,164.6,83,240.7,106,10.6,2,1,0
390,NV,78,408,0,0,0,75.0,116,248.7,87,176.0,83,9.5,6,3,0
391,IL,149,408,0,0,0,69.1,117,136.3,100,181.7,53,6.3,3,1,0
392,WV,72,510,0,1,33,96.6,59,315.4,98,163.3,117,6.2,4,4,1
393,MI,139,415,0,1,20,214.6,101,235.1,132,162.8,132,14.8,12,0,0
394,GA,141,510,0,1,23,149.7,112,162.5,118,220.3,115,7.6,2,3,0
395,AZ,140,408,0,0,0,149.8,134,164.4,98,294.7,124,8.1,2,1,0
396,ID,99,408,0,0,0,190.4,102,158.1,107,271.5,92,11.2,4,2,0
397,HI,166,408,0,0,0,181.4,108,253.8,54,112.3,94,11.6,6,1,0
398,NV,124,408,0,0,0,151.1,123,187.4,104,255.4,93,5.3,3,1,0
399,MD,74,415,0,0,0,155.7,116,173.7,63,257.4,97,8.1,4,0,0
400,GA,117,510,0,0,0,149.9,95,256.1,110,212.7,92,13.3,13,2,0
401,GA,85,510,0,0,0,222.3,132,231.5,101,223.5,75,11.0,2,3,0
402,UT,36,415,0,1,16,149.4,111,131.8,113,132.7,87,6.7,2,0,0
403,MA,102,510,1,0,0,233.8,103,221.6,131,146.9,106,12.8,3,0,0
404,IN,76,415,0,0,0,204.2,100,292.6,139,244.3,105,10.5,2,0,0
405,VT,165,510,0,0,0,242.9,126,209.8,65,228.4,126,0.0,0,1,0
406,IA,130,415,0,0,0,150.4,119,230.5,99,186.3,76,12.3,4,1,0
407,AL,55,415,1,0,0,191.9,91,256.1,110,203.7,101,14.3,6,1,1
408,ME,92,415,1,0,0,130.7,113,260.6,122,244.2,98,9.4,2,2,1
409,RI,129,415,0,1,33,119.6,104,278.7,88,263.4,175,5.9,2,2,0
410,MD,18,408,0,0,0,273.6,93,114.6,116,250.6,120,8.2,4,1,0
411,FL,161,415,1,0,0,156.1,114,180.3,63,179.6,115,11.1,9,2,0
412,ME,75,408,1,0,0,211.3,61,105.6,119,175.9,63,9.7,4,4,1
413,SD,126,415,0,1,23,114.3,102,190.3,103,240.4,111,12.6,7,3,0
414,MI,93,415,1,0,0,216.9,61,207.4,120,221.7,110,17.5,5,1,1
415,MI,109,415,1,1,26,217.2,138,145.5,111,280.7,76,9.3,3,0,0
416,NM,80,510,0,0,0,206.3,97,154.9,98,263.6,82,12.4,12,0,0
417,AK,41,415,0,0,0,159.3,66,125.9,75,261.9,76,11.1,5,1,0
418,OH,136,415,0,1,31,143.1,88,236.6,65,227.8,120,11.4,5,2,0
419,MO,92,415,0,0,0,154.0,122,329.8,88,288.0,117,5.6,2,3,1
420,KS,143,408,0,1,24,186.6,69,222.0,116,234.9,138,11.6,5,1,0
421,MS,118,415,0,1,26,170.8,114,199.5,125,169.7,98,9.6,5,5,1
422,VT,193,408,0,1,17,124.0,102,202.9,81,205.1,129,12.3,3,1,0
423,NE,73,415,0,0,0,198.3,94,279.3,101,146.2,87,14.8,8,3,0
424,VA,62,408,0,0,0,172.8,101,204.8,97,240.8,90,9.1,8,2,0
425,DE,30,415,0,1,30,217.4,74,213.8,86,227.2,104,6.6,3,0,0
426,AL,60,408,1,1,29,265.9,113,215.8,94,108.1,82,14.0,12,0,1
427,MS,96,510,0,0,0,98.2,100,307.2,88,182.5,120,7.6,1,2,0
428,OK,52,408,0,0,0,214.7,68,158.6,138,123.4,114,9.4,4,2,0
429,NM,87,415,0,0,0,168.2,92,224.7,100,169.5,99,12.9,3,1,0
430,WI,41,408,0,0,0,202.9,97,153.8,104,113.5,92,9.0,3,3,0
431,WV,112,415,0,0,0,261.4,108,154.5,102,130.9,90,11.6,2,1,0
432,SC,88,510,0,0,0,73.3,86,161.4,82,239.6,76,8.2,3,4,1
433,KY,122,408,0,1,27,253.7,84,229.2,109,190.5,123,9.2,5,7,0
434,MO,61,408,0,0,0,45.0,108,151.3,74,152.9,94,9.8,6,2,0
435,IL,87,510,0,0,0,231.3,105,171.7,108,67.7,136,13.0,6,1,0
436,MI,30,510,0,0,0,227.4,88,182.5,100,191.7,134,12.5,3,0,0
437,NJ,95,415,0,1,22,40.9,126,133.4,90,264.2,91,11.9,7,0,0
438,ID,46,415,0,0,0,124.8,133,157.3,143,199.3,72,8.6,4,2,0
439,DC,100,510,1,0,0,68.5,110,337.1,115,205.2,99,12.1,9,0,0
440,AL,77,415,0,0,0,163.0,112,219.1,89,233.4,66,6.7,3,2,0
441,OR,98,415,0,1,38,213.7,61,253.0,104,207.7,73,10.7,5,2,0
442,OK,125,415,0,1,36,201.3,117,42.2,78,125.7,104,5.4,3,1,0
443,NE,194,408,0,0,0,48.4,101,281.1,138,218.5,87,18.2,1,1,0
444,UT,190,415,0,1,22,166.5,93,183.0,92,121.0,102,8.5,3,0,0
445,OR,165,415,0,0,0,216.6,126,190.8,104,224.7,123,12.4,8,0,0
446,NY,59,408,0,0,0,107.8,113,216.6,125,217.5,92,9.9,3,2,0
447,AL,47,408,0,1,28,141.3,94,168.0,108,113.5,84,7.8,2,1,0
448,RI,150,415,0,1,29,209.9,77,158.0,52,141.9,113,6.6,1,0,0
449,MN,152,415,1,1,20,237.5,120,253.4,94,265.2,80,14.2,3,9,1
450,NC,26,415,0,0,0,234.5,109,216.5,129,191.6,94,3.5,6,3,0
451,MD,79,510,0,1,31,103.1,90,243.0,135,76.4,92,12.2,8,3,0
452,RI,95,510,0,1,27,129.5,106,248.9,90,268.0,115,11.9,3,1,0
453,WI,69,510,1,0,0,279.8,90,248.7,91,171.0,118,8.4,10,2,1
454,VT,95,510,1,1,41,136.8,91,200.8,61,133.7,67,10.3,9,5,1
455,CT,31,415,0,1,31,100.1,54,246.3,97,255.0,131,5.9,3,0,0
456,OK,121,408,0,1,31,237.1,63,205.6,117,196.7,85,10.1,5,4,0
457,GA,44,510,0,0,0,288.1,112,258.0,92,192.4,90,10.2,4,3,1
458,NE,74,415,0,1,25,194.6,84,119.9,103,175.5,75,13.1,2,2,0
459,TX,58,408,0,1,20,194.5,110,213.7,89,236.6,92,9.5,2,1,0
460,MT,74,408,0,0,0,174.1,96,251.1,94,257.6,123,8.3,5,2,1
461,CO,125,415,0,0,0,131.8,97,136.7,100,308.2,119,7.7,6,2,0
462,VT,80,415,0,0,0,160.6,103,237.0,109,245.1,88,10.7,1,1,0
463,WY,99,408,0,1,28,200.7,88,264.2,116,172.7,102,9.1,5,1,0
464,ID,99,415,0,0,0,145.6,106,98.3,106,230.8,83,10.9,5,1,0
465,CT,66,415,0,1,29,229.4,104,257.4,84,231.5,119,8.0,1,2,0
466,ME,97,510,0,0,0,211.0,76,189.0,100,123.0,102,4.7,4,3,0
467,AZ,75,510,0,1,37,121.5,97,271.4,110,248.7,97,11.3,5,2,0
468,MD,85,510,1,0,0,216.0,73,188.2,117,147.1,98,3.6,7,2,0
469,IN,108,510,0,0,0,293.0,88,160.6,101,143.9,87,10.0,6,2,0
470,DE,51,510,0,0,0,181.5,108,196.9,87,187.2,119,10.3,2,1,0
471,MN,186,415,0,1,26,74.3,107,177.3,116,296.3,90,14.5,3,2,0
472,WI,44,415,1,0,0,62.3,92,275.0,82,138.7,108,10.8,3,1,0
473,FL,64,408,0,1,31,228.6,88,248.5,109,167.1,124,9.0,1,3,0
474,WV,44,510,0,0,0,228.1,121,276.5,79,279.8,77,9.9,5,2,1
475,SD,114,415,0,1,36,309.9,90,200.3,89,183.5,105,14.2,2,1,0
476,OR,110,408,0,0,0,149.8,112,180.0,93,140.0,119,11.7,4,2,0
477,CO,90,408,0,1,30,183.8,76,229.7,95,144.1,124,7.7,3,1,0
478,CT,72,408,0,1,21,186.7,108,335.0,86,187.2,119,16.5,4,1,0
479,IN,113,415,0,0,0,209.4,151,347.3,113,246.0,116,7.4,2,1,1
480,PA,171,415,0,1,25,223.2,77,183.2,118,150.8,90,10.2,3,3,0
481,NM,104,415,0,0,0,164.2,109,155.4,90,168.9,117,10.7,8,1,0
482,ME,165,408,0,0,0,150.5,75,193.1,93,311.6,93,10.3,2,1,0
483,SD,104,510,0,0,0,234.2,128,293.1,92,183.9,79,9.8,6,0,1
484,AR,110,408,0,0,0,55.3,102,164.7,124,200.7,108,10.2,5,1,0
485,TX,90,408,1,0,0,221.8,97,203.8,134,215.8,154,8.4,4,1,0
486,NH,114,415,0,0,0,169.6,85,58.9,86,179.3,124,7.4,8,1,0
487,OK,101,408,0,0,0,89.7,118,260.1,79,170.1,93,13.5,11,5,1
488,WI,117,408,0,1,14,80.2,81,219.0,103,122.6,102,8.6,2,1,0
489,PA,82,408,0,0,0,125.7,96,207.6,137,183.1,103,12.9,2,1,0
490,OK,92,510,0,0,0,176.3,85,93.4,125,207.2,107,9.6,1,2,0
491,ME,82,510,0,1,29,207.2,111,254.1,137,169.3,92,9.5,5,2,0
492,WV,90,415,0,0,0,205.7,138,161.9,83,269.7,104,12.5,6,2,0
493,MN,124,510,0,0,0,157.5,70,130.7,79,193.4,98,9.6,4,3,0
494,NY,39,408,0,0,0,160.4,68,102.6,103,235.3,106,9.1,5,2,0
495,OH,75,510,0,1,46,214.1,62,200.9,111,246.8,126,9.2,6,0,0
496,MI,102,510,0,0,0,102.6,89,246.0,77,170.5,140,9.1,4,2,0
497,WV,143,510,0,0,0,202.8,109,165.8,104,143.9,71,4.6,4,1,0
498,MI,53,415,0,0,0,57.5,95,265.5,131,244.3,128,11.6,6,3,0
499,NM,30,415,0,0,0,169.9,144,225.2,118,169.7,93,11.4,7,1,0
500,MO,112,415,0,0,0,335.5,77,212.5,109,265.0,132,12.7,8,2,1
501,RI,129,415,0,0,0,139.5,119,289.3,105,129.4,97,13.1,8,0,0
502,NC,63,415,0,1,29,142.3,107,118.7,56,240.1,91,6.6,8,1,0
503,WY,28,415,0,0,0,187.8,94,248.6,86,208.8,124,10.6,5,0,0
504,KY,90,415,0,0,0,193.7,83,154.2,79,299.0,60,12.7,3,1,0
505,OR,151,510,0,0,0,156.4,108,233.4,118,195.7,141,7.7,6,4,0
506,NV,105,415,1,1,29,220.7,82,217.7,110,190.5,100,13.2,6,1,1
507,DC,41,408,0,1,37,239.8,110,221.9,115,189.1,100,7.3,1,2,0
508,UT,48,510,0,1,43,172.0,111,200.2,64,233.1,96,8.0,5,1,0
509,WA,166,408,1,1,35,128.2,138,274.5,113,298.9,130,8.8,7,2,0
510,FL,79,510,0,0,0,130.2,119,290.9,121,194.8,140,14.0,6,3,0
511,VA,153,510,0,0,0,195.4,107,154.6,96,142.8,97,11.6,6,1,0
512,KS,110,415,1,0,0,293.3,79,188.5,90,266.9,91,14.5,4,0,1
513,KS,163,415,0,0,0,191.3,89,193.9,87,268.4,121,12.8,4,1,0
514,ME,105,408,0,1,33,209.6,68,146.9,140,121.0,131,10.6,3,2,0
515,LA,172,415,0,0,0,215.7,140,146.3,84,264.6,83,7.1,1,3,0
516,DC,126,415,0,0,0,161.4,110,220.6,125,249.2,78,5.1,2,0,0
517,TX,97,510,0,0,0,144.2,91,226.7,137,144.6,72,13.8,4,3,0
518,NJ,95,408,1,1,37,220.2,109,185.3,99,205.1,82,4.1,2,0,1
519,DE,87,510,0,0,0,256.2,105,160.7,102,249.4,80,7.4,2,4,0
520,VT,97,415,0,0,0,112.7,119,217.7,109,152.1,76,6.5,5,1,0
521,TX,140,408,0,0,0,194.8,107,170.9,99,225.1,93,13.9,4,0,0
522,MT,169,415,0,0,0,100.8,112,230.0,69,193.6,95,9.5,2,0,0
523,ND,68,408,0,1,22,82.5,97,289.9,94,180.0,114,4.8,4,3,0
524,NJ,122,415,0,1,34,146.4,104,89.7,103,220.0,91,15.6,4,2,0
525,MO,36,408,0,0,0,177.9,129,224.6,87,306.3,102,10.8,6,2,0
526,CO,120,510,0,1,27,153.5,84,194.0,73,256.5,94,10.2,7,5,0
527,KS,121,408,0,0,0,150.7,105,197.3,133,169.0,116,9.2,15,1,0
528,NC,64,408,0,1,19,180.1,106,127.5,92,237.4,118,7.5,3,0,0
529,MT,13,415,0,1,31,265.3,94,147.6,95,259.3,117,12.9,1,1,0
530,DE,106,415,0,0,0,128.6,83,134.0,114,210.6,113,11.4,2,0,0
531,ND,88,415,0,0,0,161.5,92,173.5,108,206.2,95,7.9,4,2,0
532,VA,74,408,0,0,0,165.3,120,198.5,106,208.5,102,9.8,3,1,0
533,IL,83,415,0,0,0,195.0,92,210.5,83,180.6,92,11.0,13,0,0
534,OK,49,415,0,0,0,213.8,79,265.1,93,239.8,128,15.6,7,0,0
535,CO,111,510,0,1,24,205.5,114,219.3,99,215.9,95,14.0,4,1,0
536,MT,50,415,0,1,22,252.9,112,177.9,99,158.4,146,8.5,4,3,0
537,ME,88,415,0,0,0,192.0,91,127.6,127,155.6,125,7.5,5,1,0
538,WI,131,415,0,1,39,69.1,122,101.3,136,104.8,94,9.1,4,0,0
539,MO,79,408,0,0,0,261.7,97,210.6,48,256.7,83,6.0,3,3,1
540,NY,140,415,0,0,0,235.5,81,257.2,130,103.1,111,11.5,4,2,0
541,CT,105,408,0,0,0,213.4,100,204.9,52,179.7,93,9.5,6,1,0
542,WY,87,415,0,1,22,263.8,65,103.4,115,208.1,109,8.5,3,3,0
543,CA,96,510,0,1,31,183.4,126,195.5,106,180.1,93,10.5,5,1,0
544,CA,79,510,0,0,0,157.6,85,194.1,92,231.5,86,9.4,10,5,1
545,MN,55,415,0,0,0,175.6,147,161.8,118,289.5,55,9.3,4,0,0
546,AK,130,415,0,0,0,242.5,101,102.8,114,142.4,89,9.3,2,2,0
547,VA,34,415,0,0,0,151.0,102,131.4,101,186.6,86,9.9,7,0,0
548,CO,139,415,0,0,0,138.1,103,164.5,100,134.9,63,8.3,2,1,0
549,MT,109,408,0,0,0,264.7,69,305.0,120,197.4,86,9.5,9,1,1
550,SD,65,408,0,1,31,282.3,70,152.0,89,225.5,93,12.0,4,1,0
551,VT,152,415,0,0,0,197.1,126,130.1,76,78.1,100,7.4,4,3,0
552,ND,147,408,0,0,0,205.3,95,166.7,128,240.6,84,7.8,4,1,0
553,GA,112,415,0,1,22,181.8,110,228.1,123,262.7,141,9.2,4,2,0
554,OR,120,415,0,0,0,252.0,120,150.2,106,151.8,96,9.6,1,2,0
555,WY,171,415,0,0,0,231.2,135,188.7,74,206.9,124,12.3,1,1,0
556,GA,101,415,0,1,33,200.1,108,188.9,122,205.1,90,15.5,4,0,0
557,WV,32,408,0,1,26,266.7,109,232.3,107,212.8,98,16.3,4,1,0
558,IL,151,408,0,0,0,175.3,106,144.3,87,160.2,88,11.8,5,0,0
559,CO,60,408,0,0,0,125.1,99,248.8,62,211.3,79,11.2,3,3,0
560,DE,119,415,0,0,0,176.8,90,224.7,81,204.6,77,7.5,15,1,0
561,LA,43,415,0,0,0,241.9,101,129.4,121,264.8,104,5.9,3,1,0
562,IN,84,408,0,0,0,217.1,99,236.0,68,118.3,120,9.4,4,1,0
563,NY,65,510,0,0,0,195.4,110,181.2,109,178.5,105,8.9,4,0,0
564,TX,75,415,1,0,0,222.4,78,327.0,111,208.0,104,8.7,9,1,1
565,KS,116,510,0,0,0,189.5,90,189.8,118,205.8,83,13.1,2,1,0
566,WV,107,415,0,0,0,123.1,100,158.4,82,256.1,82,9.3,5,0,0
567,NE,189,415,0,1,38,256.7,98,150.5,120,123.0,87,11.4,3,3,0
568,ND,123,408,0,0,0,159.1,94,241.6,119,202.4,120,6.5,1,1,0
569,AK,110,408,0,0,0,100.1,90,233.3,93,204.4,57,11.1,8,3,0
570,CO,63,415,0,1,32,30.9,113,187.0,113,230.8,101,8.6,7,1,0
571,ME,176,415,0,0,0,223.2,76,214.4,131,154.4,80,10.1,2,3,0
572,SC,108,510,0,0,0,187.4,101,199.9,126,216.1,107,12.6,8,1,0
573,CO,71,415,0,0,0,277.5,104,131.8,121,126.9,101,8.2,2,1,0
574,MS,137,510,0,0,0,147.2,119,192.8,91,172.7,105,10.2,4,1,0
575,NE,82,408,0,0,0,185.8,36,276.5,134,192.1,104,5.7,7,4,0
576,NJ,92,510,0,1,29,155.4,110,188.5,104,254.9,118,8.0,4,3,0
577,WI,165,510,0,0,0,154.2,91,268.6,108,188.8,99,10.9,4,6,0
578,MT,96,415,0,0,0,97.6,98,105.5,118,220.2,105,11.6,9,1,0
579,AR,156,415,0,0,0,178.8,94,178.4,97,169.2,77,7.5,3,1,0
580,WA,63,408,0,0,0,149.3,104,273.6,75,206.6,72,9.1,4,0,0
581,NH,37,415,0,0,0,206.0,89,186.0,88,307.1,86,8.4,11,0,0
582,IA,98,415,0,0,0,216.8,86,190.8,114,187.5,79,11.0,9,0,0
583,WV,121,415,0,0,0,103.3,110,129.1,82,167.1,113,10.7,3,0,0
584,RI,94,415,0,0,0,139.4,95,159.1,92,128.2,129,7.7,3,0,0
585,KS,99,415,0,0,0,191.2,110,163.9,102,243.6,114,14.1,3,1,0
586,MT,163,510,0,1,23,160.0,104,189.4,64,229.9,118,10.4,7,1,0
587,MO,161,510,0,0,0,221.7,95,193.0,82,194.1,113,6.5,4,3,0
588,CO,108,415,0,0,0,215.6,78,195.3,119,194.4,65,3.6,5,1,0
589,CT,84,510,0,1,42,165.3,97,223.5,118,260.8,72,7.6,7,3,0
590,ID,83,415,1,1,32,94.7,111,154.4,98,200.4,109,10.6,6,2,0
591,DC,139,510,0,0,0,203.2,81,152.5,99,197.8,76,9.7,3,2,0
592,TN,69,510,0,0,0,195.3,70,216.7,108,259.9,119,12.5,4,3,0
593,MO,106,415,0,0,0,114.4,104,78.3,101,232.7,78,0.0,0,2,0
594,VA,158,415,0,0,0,222.8,101,203.0,128,210.6,106,6.9,2,2,0
595,SD,168,415,0,1,22,175.9,70,211.7,105,174.5,81,7.3,5,2,0
596,WV,115,510,1,0,0,249.9,95,242.5,104,151.7,121,15.3,6,1,1
597,GA,57,408,1,1,30,234.5,130,195.2,116,268.8,94,11.4,4,2,0
598,AZ,67,415,0,0,0,210.7,116,219.2,86,179.7,83,7.2,6,1,0
599,AK,127,408,0,0,0,182.3,124,169.9,110,184.0,116,9.3,3,1,0
600,AK,78,510,0,0,0,190.3,88,194.5,89,256.5,109,11.7,5,2,0
601,CT,100,415,0,1,38,177.1,88,163.7,108,242.7,72,7.4,2,0,0
602,UT,103,510,0,1,36,87.2,92,169.3,110,166.7,80,10.9,5,6,1
603,KY,113,415,0,0,0,215.6,96,193.4,127,105.4,115,13.5,3,1,0
604,OR,129,510,0,1,36,192.8,103,177.0,83,216.5,118,16.4,5,1,0
605,TN,57,510,0,0,0,149.3,100,200.2,110,231.7,101,11.9,3,2,0
606,WV,82,408,0,0,0,143.7,116,170.7,99,287.7,95,7.8,5,1,0
607,NJ,64,415,0,0,0,224.8,111,190.0,101,221.4,110,9.2,2,1,0
608,MS,86,510,0,1,39,261.2,122,214.2,101,154.9,101,12.7,5,2,0
609,ME,151,415,0,1,26,196.5,98,175.8,111,221.8,124,13.4,5,0,0
610,WY,94,510,0,0,0,271.2,105,202.6,105,221.6,51,11.5,3,3,1
611,WY,90,415,0,0,0,207.2,121,292.5,104,226.3,103,8.0,1,2,0
612,IN,48,510,0,0,0,300.4,94,133.2,103,197.4,94,7.2,5,2,0
613,NJ,93,415,1,1,20,187.5,110,169.8,94,175.3,127,12.1,4,1,0
614,DC,169,415,1,0,0,57.1,98,199.7,78,274.7,103,6.5,6,3,0
615,KY,91,415,1,0,0,145.0,89,175.8,102,223.7,151,16.7,3,2,1
616,MI,101,510,0,0,0,190.7,72,208.6,103,203.8,111,8.8,8,1,0
617,UT,67,510,0,1,20,230.6,40,189.1,58,162.2,115,9.4,2,1,0
618,NE,66,415,0,0,0,34.0,133,278.6,61,129.6,120,11.5,3,0,0
619,FL,116,415,0,1,17,193.4,112,240.6,131,248.1,98,11.4,3,5,0
620,LA,158,408,0,0,0,202.0,126,163.5,86,195.4,84,10.4,6,1,0
621,WA,119,415,0,1,26,161.3,97,250.3,110,142.4,92,6.6,8,1,0
622,MI,120,415,0,0,0,150.6,85,119.0,128,232.9,123,6.4,2,1,0
623,KY,155,510,0,0,0,184.6,102,196.0,117,226.5,122,7.8,1,1,0
624,LA,106,408,0,0,0,220.7,120,270.2,95,121.6,113,8.7,5,1,0
625,AL,146,415,0,1,32,154.0,80,185.5,91,148.2,107,8.2,4,3,0
626,MO,101,415,0,1,29,121.1,116,186.4,100,241.7,75,10.1,6,0,0
627,CO,22,510,0,1,23,182.1,94,164.6,59,128.8,102,12.7,4,3,0
628,TX,90,415,0,0,0,109.6,88,137.6,108,159.7,121,11.0,5,2,0
629,NY,41,415,0,0,0,209.9,105,121.9,105,253.7,104,9.6,4,1,0
630,WY,33,415,0,0,0,213.9,88,239.8,119,148.7,71,9.8,14,2,0
631,UT,112,415,0,0,0,115.8,108,243.3,111,184.6,78,13.1,5,1,0
632,LA,108,510,0,1,30,276.6,99,220.1,113,177.9,95,9.8,6,2,0
633,NV,136,415,0,1,21,179.4,88,181.1,97,320.7,120,9.5,4,2,0
634,NC,128,510,0,0,0,187.3,84,270.8,95,206.4,68,10.1,5,1,0
635,NC,27,408,0,0,0,201.2,128,227.2,100,145.8,91,8.4,3,2,0
636,WY,161,415,1,0,0,189.6,78,267.4,117,184.5,137,1.3,6,1,0
637,TN,33,415,0,1,35,186.8,124,261.0,69,317.8,103,15.0,5,0,0
638,FL,120,415,0,1,31,153.5,83,219.1,96,237.4,76,11.4,4,0,0
639,PA,122,415,1,0,0,230.9,132,243.2,99,182.4,57,11.0,2,0,1
640,WV,148,415,0,1,26,244.9,150,118.0,138,236.0,91,15.2,4,2,0
